podcast_name,writer,link,language,country,category,episodes,publish_date,ListenScore,top_rank
Radio Browser,The Browser,https://www.listennotes.com/podcasts/radio-browser-the-browser-A85TYLt_VQJ/,English,United States,"['Society & Culture', 'Books', 'Arts', 'News']",70,2018,28,10
What Got You There with Sean DeLaney,Sean DeLaney,https://www.listennotes.com/podcasts/what-got-you-there-with-sean-delaney-sean-NMbGaYpr0Ti/,English,United States,"['Health & Fitness', 'Business', 'Society & Culture']",281,2017,45,1
This American Life,This American Life,https://www.listennotes.com/podcasts/this-american-life-this-american-life-0iKakprjsG-/,English,United States,"['TV & Film', 'Kids & Family', 'Society & Culture', 'News', 'Arts', 'Politics']",10,2021,91,0.01
Riveting Stories 18+,Riveting Stories,https://www.listennotes.com/podcasts/riveting-stories-18-riveting-stories-HL0Q8dYPxJw/,English,United States,"['Health & Fitness', 'Sexuality', 'Arts', 'Books', 'Society & Culture', 'Philosophy', 'Performing Arts']",16,2017,46,1
My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Exactly Right,https://www.listennotes.com/podcasts/my-favorite-murder-with-karen-kilgariff-and-nUHfdZot1PQ/,English,United States,"['True Crime', 'Comedy', 'Books', 'Fiction', 'News']",597,2016,95,0.01
On Purpose with Jay Shetty,Jay Shetty,https://www.listennotes.com/podcasts/on-purpose-with-jay-shetty-jay-shetty-gnyHELJ0usD/,English,United States,"['Health & Fitness', 'Business', 'Mental Health', 'Self-Help', 'Fitness']",303,2019,82,0.01
Dead Man Talking,Audioboom Studios & Dead Man Talking™,https://www.listennotes.com/podcasts/dead-man-talking-audioboom-studios-dead-man-KHWVJMFNPol/,English,United States,"['Society & Culture', 'News']",37,2018,55,0.5
Seltzer Death Match,Seltzer Death Match,https://www.listennotes.com/podcasts/seltzer-death-match-seltzer-death-match-xdiQkM9l5yf/,English,United States,['Comedy'],34,2016,33,5
Criminal,Vox Media Podcast Network,https://www.listennotes.com/podcasts/criminal-vox-media-podcast-network-NzgFBsyMdl6/,English,United States,"['True Crime', 'Education', 'Society & Culture', 'Personal Journals', 'Harry Potter']",189,2014,86,0.01
Le Batard & Friends - STUpodity,Stugotz,https://www.listennotes.com/podcasts/le-batard-friends-stupodity-stugotz-sdh9zTt6DrU/,English,United States,['Sports'],73,2021,74,0.05
Mom Rage,Amelia Morris and Edan Lepucki: Writers and mothers,https://www.listennotes.com/podcasts/mom-rage-amelia-morris-and-edan-lepucki-4-u6LbGsSJv/,English,United States,"['Society & Culture', 'Books', 'Arts']",95,2018,45,1
The Lonely Palette,Tamar Avishai,https://www.listennotes.com/podcasts/the-lonely-palette-tamar-avishai-S9_PQbKdFkg/,English,United States,"['Arts', 'History', 'Society & Culture']",88,2016,60,0.5
Family Secrets,iHeartPodcasts,https://www.listennotes.com/podcasts/family-secrets-iheartpodcasts-SgKZ6mBxJI2/,English,United States,['Society & Culture'],126,2018,68,0.05
Wait Wait... Don't Tell Me!,NPR,https://www.listennotes.com/podcasts/wait-wait-dont-tell-me-npr-h-iODgV4Pqz/,English,United States,"['Comedy', 'Kids & Family', 'Leisure', 'Other Games', 'TV & Film']",105,2020,84,0.01
Boxing Life Stories,Tris Dixon,https://www.listennotes.com/podcasts/boxing-life-stories-tris-dixon-jHWl9qVdtZD/,English,United States,"['Sports', 'Professional']",174,2018,59,0.5
You're Wrong About,Sarah Marshall,https://www.listennotes.com/podcasts/youre-wrong-about-sarah-marshall-BIpZCjq7QW4/,English,United States,"['True Crime', 'Education', 'History', 'Society & Culture', 'Arts']",150,2018,80,0.01
The Weeds,Vox,https://www.listennotes.com/podcasts/the-weeds-vox-lGa1Yjomc6i/,English,United States,"['Politics', 'News']",597,2015,74,0.05
Nutrition Rounds Podcast,Dr. Danielle Belardo,https://www.listennotes.com/podcasts/nutrition-rounds-podcast-dr-danielle-belardo-QvUEpYos9FW/,English,United States,"['Medicine', 'Science', 'Alternative Health', 'Fitness', 'Health & Fitness']",18,2018,57,0.5
Lifetime Cash Flow Through Real Estate Investing,Rod Khleif,https://www.listennotes.com/podcasts/lifetime-cash-flow-through-real-estate-5fLjWTglwUZ/,English,United States,"['Investing', 'Business', 'Education']",641,2016,60,0.5
Popcorn Junkie,Jon Baley,https://www.listennotes.com/podcasts/popcorn-junkie-jon-baley-klMrtFNRJGa/,English,United States,"['TV & Film', 'Comedy']",277,2016,24,10
The New Yorker Radio Hour,WNYC Studios and The New Yorker,https://www.listennotes.com/podcasts/the-new-yorker-radio-hour-wnyc-studios-and-IwkUBnFmLhC/,English,United States,"['News', 'Arts', 'Society & Culture']",532,2016,69,0.05
Live and Laugh,Sonya Nolan,https://www.listennotes.com/podcasts/live-and-laugh-sonya-nolan-Bor5-sS9w7g/,English,United States,['Religion & Spirituality'],1396,2018,30,10
The Cut,Vox Media Podcast Network,https://www.listennotes.com/podcasts/the-cut-vox-media-podcast-network-nXquTCSdvP8/,English,United States,"['Society & Culture', 'Fashion & Beauty', 'Arts', 'News']",148,2018,63,0.1
Punch Up The Jam,Headgum,https://www.listennotes.com/podcasts/punch-up-the-jam-headgum-eQoS8PGrbXw/,English,United States,"['Music', 'Comedy', 'True Crime', 'Arts', 'Performing Arts']",145,2017,66,0.05
36 Questions – The Podcast Musical,Two-Up,https://www.listennotes.com/podcasts/36-questions-the-podcast-musical-two-up-Wmho_RczFaC/,English,United States,"['Fiction', 'Storytelling', 'Audio Drama', 'Arts', 'Performing Arts']",5,2017,67,0.05
The WALKING podcast,Jon Mooallem,https://www.listennotes.com/podcasts/the-walking-podcast-jon-mooallem-b5dh3GIj6Jl/,English,United States,"['Health & Fitness', 'Amateur', 'Sports', 'Other', 'Religion & Spirituality']",33,2019,42,1.5
The LEADx Leadership Show with Kevin Kruse,Kevin Kruse,https://www.listennotes.com/podcasts/the-leadx-leadership-show-with-kevin-kruse-Qs6CnZINSFL/,English,United States,"['Business', 'Careers', 'Management', 'Education', 'Training']",688,2017,56,0.5
Talk'n Pops,Mike & Josh,https://www.listennotes.com/podcasts/talkn-pops-mike-josh-Vpesjn1PQkD/,English,United States,"['Hobbies', 'Leisure', 'Business', 'Shopping']",296,2016,45,1
Recently Added,Recently Added,https://www.listennotes.com/podcasts/recently-added-recently-added-8FbPmpGZKMe/,English,United States,"['Comedy', 'TV & Film']",62,2018,37,2.5
Could It Be Oak Island Podcast,Brick for Sheep Media,https://www.listennotes.com/podcasts/could-it-be-oak-island-podcast-brick-for-7e3qBEd-1xM/,English,United States,['TV & Film'],93,2018,45,1
Elevated Thought$,Elevated Thought$,https://www.listennotes.com/podcasts/elevated-thought-elevated-thought-pDHPFBVGdZc/,English,United States,['Sports'],196,2018,29,10
Murder Book,Michael Connelly,https://www.listennotes.com/podcasts/murder-book-michael-connelly-UeVmYZCFP_a/,English,United States,"['True Crime', 'Society & Culture']",29,2018,69,0.05
Conviction,Gimlet,https://www.listennotes.com/podcasts/conviction-gimlet-4vgBh30yHZP/,English,United States,"['True Crime', 'Society & Culture', 'News']",18,2019,68,0.05
The Truth Be Told Podcast - Hip Hop Podcast - Album Reviews,Trillmatic.com,https://www.listennotes.com/podcasts/the-truth-be-told-podcast-hip-hop-podcast-TOWLPUeJm1Z/,English,United States,"['TV & Film', 'Society & Culture', 'Music']",242,2016,33,5
The Indicator from Planet Money,NPR,https://www.listennotes.com/podcasts/the-indicator-from-planet-money-npr-G2EDjFO-TLA/,English,United States,"['Business', 'Entrepreneurship', 'News', 'Personal Finance', 'Investing']",913,2018,74,0.05
A Podcast About Something,APASomething,https://www.listennotes.com/podcasts/a-podcast-about-something-apasomething-5hFZkuMg7lW/,English,United States,"['Comedy', 'Sports', 'TV & Film']",193,2017,33,5
Maddie,9podcasts,https://www.listennotes.com/podcasts/maddie-9podcasts-oyF485Ms2DL/,English,United States,"['True Crime', 'News']",11,2019,65,0.1
The Hood Diner Podcast,Inner Circle Podcast Network,https://www.listennotes.com/podcasts/the-hood-diner-podcast-inner-circle-podcast-A3LUKyEnDP-/,English,United States,"['Music', 'Comedy', 'Society & Culture']",133,2018,33,5
Weed + Grub,Mike Glazer and Mary Jane Gibson,https://www.listennotes.com/podcasts/weed-grub-mike-glazer-and-mary-jane-gibson-_Gp4jHgnIfa/,English,United States,"['Arts', 'Food']",259,2018,46,1
Song Exploder,Hrishikesh Hirway,https://www.listennotes.com/podcasts/song-exploder-hrishikesh-hirway-Ut3fuw2xdYv/,English,United States,"['Music', 'Education', 'Kids & Family', 'Arts', 'Design']",236,2014,74,0.05
WDIM Podcast,WDIM Podcast,https://www.listennotes.com/podcasts/wdim-podcast-wdim-podcast-3DOVudiaMkq/,English,United States,"['Arts', 'Performing Arts']",107,2016,34,5
The Rubin Report,Blaze Podcast Network,https://www.listennotes.com/podcasts/the-rubin-report-blaze-podcast-network-1xvkyonIZS0/,English,United States,"['News', 'Society & Culture', 'Comedy']",527,2018,75,0.05
American Crimes,Patrick Michael,https://www.listennotes.com/podcasts/american-crimes-patrick-michael-yL3c2OvKABX/,English,United States,['Education'],73,2018,35,3
The Insight,Insitome: Your guide to the story of you,https://www.listennotes.com/podcasts/the-insight-insitome-your-guide-to-the-wots2T-yXbd/,English,United States,"['Science', 'Natural Sciences', 'Society & Culture', 'History', 'Technology']",100,2018,50,0.5
Pod Save America,Crooked Media,https://www.listennotes.com/podcasts/pod-save-america-crooked-media-5DNGXV9L0dM/,English,United States,"['Politics', 'News', 'TV & Film']",472,2018,90,0.01
Subscription Entrepreneur,Eric Turnnessen,https://www.listennotes.com/podcasts/subscription-entrepreneur-eric-turnnessen-pvyZJXtQlro/,English,United States,['Business'],74,2018,32,5
DJ TOF MUSIC,@djtofmusic,https://www.listennotes.com/podcasts/dj-tof-music-djtofmusic-MKzGyUc_wxY/,English,United States,['Music'],87,2016,35,3
Hold My Beer,The Mawenz Brothers,https://www.listennotes.com/podcasts/hold-my-beer-the-mawenz-brothers-28pzClWjQsg/,English,United States,"['Comedy', 'Society & Culture', 'Personal Journals']",309,2016,25,10
10ish Podcast,Blue Wire,https://www.listennotes.com/podcasts/10ish-podcast-blue-wire-_9WdSvfm8to/,English,United States,"['Comedy', 'Society & Culture']",176,2018,49,1
What Were They Thinking?,What Were They Thinking? | Age of Radio,https://www.listennotes.com/podcasts/what-were-they-thinking-what-were-they-k_zwLurhvTc/,English,United States,"['Comedy', 'TV & Film']",259,2016,38,2.5
The Keys and Anklets Podcast,Michael C.,https://www.listennotes.com/podcasts/the-keys-and-anklets-podcast-michael-c-4Mvubj2GKiw/,English,United States,"['Personal Journals', 'Society & Culture', 'Sexuality', 'Self-Help', 'Health & Fitness']",102,2018,45,1
Marriage and Martinis,Danielle & Adam,https://www.listennotes.com/podcasts/marriage-and-martinis-danielle-adam-oSaNxt5kQ4C/,English,United States,['Society & Culture'],194,2018,55,0.5
Farm Small Farm Smart Daily,The Modern Grower Podcast Network,https://www.listennotes.com/podcasts/farm-small-farm-smart-daily-the-modern-QvreX-DPhTl/,English,United States,"['Hobbies', 'Leisure', 'Science', 'Natural Sciences', 'Health & Fitness', 'Alternative Health', 'Education', 'Training']",761,2013,50,0.5
Trailer Junkies Podcast,Jim & Ted,https://www.listennotes.com/podcasts/trailer-junkies-podcast-jim-ted-0ifw_om3Oz7/,English,United States,['TV & Film'],63,2020,38,2.5
Nerdy Bitches Podcast,Nerdy Bitches Podcast,https://www.listennotes.com/podcasts/nerdy-bitches-podcast-nerdy-bitches-podcast-ZCfgAO_9TQF/,English,United States,"['TV & Film', 'Society & Culture', 'Personal Journals']",163,2016,38,2.5
Here's The Thing,KevOnStage ThatChickAngel,https://www.listennotes.com/podcasts/heres-the-thing-kevonstage-thatchickangel--SQOgFkBjEU/,English,United States,"['Comedy', 'Performing Arts', 'Arts', 'TV & Film']",169,2018,69,0.05
Manifold,Steve Hsu & Corey Washington,https://www.listennotes.com/podcasts/manifold-steve-hsu-corey-washington-dxKZlO0zbSV/,English,United States,['Science'],52,2019,39,2
Dr. Death | S1: Dr. Duntsch,Wondery,https://www.listennotes.com/podcasts/dr-death-s1-dr-duntsch-wondery-5ZT0_eNfQOL/,English,United States,"['True Crime', 'TV & Film', 'Society & Culture']",23,2018,90,0.01
TV Tangents,tvtangents,https://www.listennotes.com/podcasts/tv-tangents-tvtangents-tAdqOcNhup7/,English,United States,['TV & Film'],101,2018,34,5
The Rebel Radio Podcast,www.therebelradiopodcast.com - Mark Neiser,https://www.listennotes.com/podcasts/the-rebel-radio-podcast-HMsuQUERcJ6/,English,United States,['TV & Film'],53,2020,29,10
Chompers,Gimlet,https://www.listennotes.com/podcasts/chompers-gimlet-3lf4A8xFdO5/,English,United States,"['Kids & Family', 'Health & Fitness', 'Education', 'K-12']",2717,2018,60,0.5
This Is Actually Happening,Wondery,https://www.listennotes.com/podcasts/this-is-actually-happening-wondery-5Zd6MUvVw7i/,English,United States,"['True Crime', 'Society & Culture', 'Personal Journals']",116,2019,72,0.05
The Far Meridian,The Whisperforge,https://www.listennotes.com/podcasts/the-far-meridian-the-whisperforge-8duA6ncr3Lj/,English,United States,"['Fiction', 'Arts', 'Performing Arts', 'Society & Culture', 'Places & Travel']",45,2017,57,0.5
Reasonably Sound,Reasonably Sound,https://www.listennotes.com/podcasts/reasonably-sound-reasonably-sound-mOZFpsSovIz/,English,United States,"['Music', 'Society & Culture']",47,2014,50,1
Friends Talking Nerdy Podcast Network,Tim Jousma,https://www.listennotes.com/podcasts/friends-talking-nerdy-podcast-network-tim-lPrdW_5VCvz/,English,United States,"['Video Games', 'TV & Film', 'Leisure', 'Comedy']",268,2017,27,10
Naval,Naval,https://www.listennotes.com/podcasts/naval-naval-aWlXzjy4T2I/,English,United States,"['Business', 'Startup', 'Technology', 'Philosophy', 'Society & Culture', 'Investing']",130,2019,66,0.05
Compline at Saint Meinrad,Saint Meinrad Archabbey,https://www.listennotes.com/podcasts/compline-at-saint-meinrad-saint-meinrad-F0gomxQbl-6/,English,United States,['Religion & Spirituality'],7,2017,24,10
The Animanicast- An Animaniacs Podcast,The Animaniacs Podcast,https://www.listennotes.com/podcasts/the-animanicast-an-animaniacs-podcast-the-AXDGso6YeW-/,English,United States,"['TV & Film', 'Arts', 'Visual Arts', 'Comedy']",238,2016,41,1.5
The Home Video Hustle,HVH Podcast | Age of Radio,https://www.listennotes.com/podcasts/the-home-video-hustle-hvh-podcast-age-of-46V-GKsfPFZ/,English,United States,"['Film Reviews', 'TV & Film', 'Movie']",252,2017,37,2.5
VIA VHS Podcast,VIA VHS,https://www.listennotes.com/podcasts/via-vhs-podcast-via-vhs-ArcG_jQRuVb/,English,United States,"['TV & Film', 'Society & Culture', 'Comedy']",59,2016,33,5
TechStuff,iHeartPodcasts,https://www.listennotes.com/podcasts/techstuff-iheartpodcasts-WvuQpkh56N8/,English,United States,"['Technology', 'Gadgets', 'Tech News']",1727,2008,63,0.1
Radiotopia Presents: S***hole Country,Radiotopia,https://www.listennotes.com/podcasts/radiotopia-presents-shole-country-radiotopia-5Bcd-qCzXW2/,English,United States,"['True Crime', 'Society & Culture']",78,2017,58,0.5
The Josh Marshall Show,The Josh Marshall Show,https://www.listennotes.com/podcasts/the-josh-marshall-show-the-josh-marshall-show-yZF0obEXDiN/,English,United States,['News'],13,2016,39,2
Police Off The Cuff,Bill Cannon and Mark DeMayo,https://www.listennotes.com/podcasts/police-off-the-cuff-bill-cannon-and-mark-WKCGUtiQ763/,English,United States,['Comedy'],377,2019,49,1
Random Ramblings w/Rob,@3RShow,https://www.listennotes.com/podcasts/random-ramblings-wrob-3rshow-v746PqkAGyR/,English,United States,"['Society & Culture', 'Personal Journals', 'Technology', 'Podcasting', 'Comedy']",320,2016,40,2
Things Joe Hates,The Podfix Network,https://www.listennotes.com/podcasts/things-joe-hates-the-podfix-network-13EcPiyAOYG/,English,United States,['Comedy'],156,2017,30,5
THE ED MYLETT SHOW,Ed Mylett,https://www.listennotes.com/podcasts/the-ed-mylett-show-ed-mylett-PEUIT9RBhZD/,English,United States,"['Startup', 'Health & Fitness', 'Fitness', 'Self-Help', 'Business']",219,2016,75,0.05
The Sunday Stoic,Steve Karafit,https://www.listennotes.com/podcasts/the-sunday-stoic-steve-karafit-WopLFq5YGv3/,English,United States,"['Religion & Spirituality', 'Spirituality']",517,2017,46,1
The Ben Shapiro Show,The Daily Wire,https://www.listennotes.com/podcasts/the-ben-shapiro-show-the-daily-wire-kGLfcw1OrhS/,English,United States,"['Politics', 'News']",907,2019,91,0.01
The Moment with Brian Koppelman,Cadence13,https://www.listennotes.com/podcasts/the-moment-with-brian-koppelman-cadence13-ghkpvzW13xV/,English,United States,['TV & Film'],351,2014,59,0.5
Ologies with Alie Ward,Alie Ward,https://www.listennotes.com/podcasts/ologies-with-alie-ward-alie-ward-k0n1jbDJigN/,English,United States,"['Education', 'Science', 'True Crime', 'Natural Sciences', 'Society & Culture', 'Comedy']",241,2017,80,0.01
Mrs Brightside,Lacretia Lyon,https://www.listennotes.com/podcasts/mrs-brightside-lacretia-lyon-carfjmSTeGv/,English,United States,['Comedy'],60,2018,24,10
"Honey, I Shrunk the Binge!","Honey, I Shrunk the Binge!",https://www.listennotes.com/podcasts/honey-i-shrunk-the-binge-honey-i-shrunk-the-sYP4IZJyp-c/,English,United States,"['Comedy', 'TV & Film']",54,2016,32,5
Invest Like the Best with Patrick O'Shaughnessy,Colossus,https://www.listennotes.com/podcasts/invest-like-the-best-with-patrick-GM5ZY4o_vCc/,English,United States,"['Investing', 'Crypto & Blockchain', 'Management', 'Business', 'Personal Finance']",328,2016,67,0.05
